Player,Tm,POS,AGE,GP,MPG,MIN,USG,TO,FTA,FT,2PA,PP,3PA,PPP,eFG,TS,PPG,RPG,TRB,APG,AST,SPG,BPG,TOPG,VI,ORTG,DRTG
Caris LeVert,IND,PG,26.73,35,32.9,68.6,27.9,10.1,146,0.822,419,0.501,195,0.318,0.493,0.535,20.7,4.6,7.6,4.9,22.8,1.51,0.69,2.17,9.4,106.4,109.2
Kelan Martin,IND,SF,25.79,35,9.2,19.2,20.9,10.1,10,0.9,78,0.487,60,0.4,0.536,0.551,4.5,2.2,13.1,0.5,7.5,0.29,0.29,0.46,7.4,105.2,104.3
T.J. McConnell,IND,PG,29.14,69,26,54.2,15.3,20.9,48,0.688,442,0.586,48,0.313,0.574,0.583,8.6,3.7,7.7,6.6,34.3,1.86,0.33,1.96,9.1,116.9,109.2
Doug McDermott,IND,PF,29.37,66,24.5,51.1,20,7,98,0.816,379,0.641,286,0.388,0.616,0.635,13.6,3.3,7.4,1.3,7.8,0.3,0.09,0.8,6.3,120.8,111.9
Victor Oladipo,IND,SG,29.03,9,33.3,69.3,26.5,9.7,37,0.73,83,0.47,69,0.362,0.503,0.535,20,5.7,9.2,4.2,18.7,1.67,0.22,2,9.4,104.1,107.3
Domantas Sabonis,IND,C,25.04,62,36,75,24.1,16.9,328,0.732,742,0.582,162,0.321,0.564,0.601,20.3,12,18,6.7,27.5,1.23,0.53,3.44,13.1,115.1,103.7
JaKarr Sampson,IND,SF,28.16,29,10.9,22.7,18.9,10.7,29,0.655,98,0.541,15,0.2,0.509,0.533,4.6,2.7,13.2,0.1,1.8,0.07,0.48,0.52,3.9,103.7,100.5
Cassius Stanley,IND,SG,21.75,24,3.9,8.1,21.9,2.1,9,0.778,30,0.333,13,0.231,0.337,0.383,1.5,0.8,11.6,0,1.4,0.04,0.08,0.04,0,,
Edmond Sumner,IND,PG,25.38,53,16.2,33.9,18.3,13.8,83,0.819,194,0.582,88,0.398,0.587,0.626,7.5,1.8,5.9,0.9,7.9,0.62,0.19,0.96,5.7,111.3,107.5
Myles Turner,IND,C,25.15,47,31,64.5,16.4,11.9,142,0.782,226,0.606,206,0.335,0.557,0.599,12.6,6.5,11.4,1,4.4,0.85,3.38,1.43,5.6,111.4,104.4
T.J. Warren,IND,SF,27.7,4,29.4,61.1,21.5,6.7,10,0.8,44,0.614,7,0,0.529,0.56,15.5,3.5,6.5,1.3,6.4,0.5,0,1,5.6,107,104.7
Nicolas Batum,LAC,PF,32.42,67,27.4,57.1,11.8,10.8,58,0.828,141,0.574,271,0.406,0.597,0.617,8.1,4.7,9.7,2.2,10.5,1.03,0.55,0.79,6.4,124.1,107.9
Patrick Beverley,LAC,PG,32.84,37,22.5,46.9,14.6,12.4,45,0.8,79,0.468,141,0.397,0.55,0.58,7.5,3.2,8,2.1,12,0.76,0.76,0.92,6.6,117.2,100.7
Amir Coffey,LAC,SG,23.92,44,9,18.7,15.1,11.1,38,0.711,47,0.468,56,0.411,0.549,0.585,3.2,1,6.3,0.5,7.4,0.23,0,0.34,5.2,114.5,108
DeMarcus Cousins,LAC,C,30.76,16,12.9,26.9,27.8,19.3,22,0.682,76,0.566,19,0.421,0.579,0.597,7.8,4.5,19.6,1,12.4,0.81,0.38,1.56,10.2,106.1,92
Yogi Ferrell,LAC,PG,28.02,8,12.1,25.1,17.9,0,7,1,17,0.353,19,0.316,0.417,0.473,4.6,1.5,7,2.1,23.6,0.5,0.25,0,8.1,121.7,106.8
Malik Fitts,LAC,PF,20,3,3.6,7.5,12.3,0,0,0,1,0,2,0.5,0.5,0.5,1,1,15.6,0,0,0,0,0,0,,
Paul George,LAC,SF,31.04,54,33.7,70.3,30,14.5,228,0.868,537,0.51,416,0.411,0.557,0.598,23.3,6.6,11.1,5.2,24.6,1.15,0.44,3.31,11,112.7,105.6
Serge Ibaka,LAC,PF,31.66,41,23.3,48.5,20.1,10.2,53,0.811,250,0.588,115,0.339,0.563,0.585,11.1,6.7,16.2,1.8,11.5,0.22,1.15,1.07,8.8,118.4,105.3
Reggie Jackson,LAC,SG,31.09,67,23,48,20,10.6,82,0.817,303,0.465,282,0.433,0.554,0.576,10.7,2.9,7,3.1,19,0.63,0.1,1.1,8,116.1,106.6
Mfiondu Kabengele,LAC,PF,23.76,23,4.1,8.5,19.2,14.8,6,0.833,14,0.357,18,0.222,0.344,0.39,1.2,0.6,8.4,0.2,6.9,0.09,0.13,0.26,5.1,77.3,93.7
Luke Kennard,LAC,SG,24.89,63,19.6,40.8,17.1,10.1,31,0.839,190,0.511,224,0.446,0.597,0.608,8.3,2.6,7.3,1.7,11.9,0.35,0.14,0.76,6.8,117.2,107.9
Kawhi Leonard,LAC,SF,29.88,52,34.1,71,28.6,9.2,295,0.885,654,0.557,254,0.398,0.568,0.622,24.8,6.5,10.7,5.2,24.9,1.56,0.4,2.02,11.1,125.4,108.1
Terance Mann,LAC,SG,24.58,67,18.9,39.3,15.1,9.3,94,0.83,259,0.541,91,0.418,0.563,0.603,7,3.6,10.8,1.6,11.3,0.45,0.19,0.6,7.3,124.6,103.8
Marcus Morris Sr.,LAC,PF,31.7,57,26.3,54.9,20.1,8.4,89,0.82,288,0.472,296,0.473,0.592,0.614,13.4,4.1,8.8,1,5.6,0.6,0.26,1,5.8,116.4,106.8
Daniel Oturu,LAC,C,21.66,30,5.4,11.2,18.3,13.6,12,0.75,47,0.447,5,0.2,0.433,0.471,1.8,1.6,16.8,0.3,8.5,0.17,0.23,0.3,7.1,105.5,97.1
Patrick Patterson,LAC,PF,32.18,38,15.3,31.9,14,6,17,0.765,53,0.604,112,0.357,0.558,0.571,5.2,2,7.3,0.8,6.7,0.37,0.21,0.29,5.3,118.5,107.7
Rajon Rondo,LAC,SG,35.23,18,20.4,42.6,18.3,26.4,15,1,61,0.525,44,0.432,0.576,0.609,7.6,3.1,8.4,5.8,38.6,0.94,0.11,2.22,10.1,118,105.9
Jay Scrubb,LAC,SG,20.71,4,21.1,43.9,23.8,15.5,5,1,27,0.444,9,0.222,0.417,0.458,8.8,3.5,9.3,0.3,1.7,1,0,1.75,4,81.6,107
Lou Williams,LAC,PG,34.55,42,21.9,45.5,26.5,12,119,0.866,311,0.437,119,0.378,0.473,0.529,12.1,2.1,5.4,3.4,23.3,0.93,0.1,1.57,8.1,107.9,110.5
Ivica Zubac,LAC,C,24.16,72,22.3,46.5,15.2,14.7,171,0.789,390,0.656,4,0.25,0.654,0.693,9,7.2,18.1,1.3,7.9,0.33,0.86,1.13,7.9,134.5,101
Kostas Antetokounmpo,LAL,PF,23.49,15,3.7,7.8,20.8,41.2,13,0.462,10,0.3,0,0,0.3,0.382,0.8,1.3,19.1,0.1,2.3,0.13,0.27,0.73,5.1,,
Devontae Cacok,LAL,PF,24.6,20,4.9,10.2,16.9,10.6,11,0.455,29,0.586,0,0,0.586,0.576,2,1.6,17.8,0.1,1.5,0.25,0.2,0.2,5.6,112.8,98.8
Kentavious Caldwell-Pope,LAL,G,28.24,67,28.4,59.1,14.2,10.9,112,0.866,211,0.464,293,0.41,0.552,0.59,9.7,2.7,5.3,1.9,9.2,0.93,0.39,1.01,5.2,113.9,105.5
Alex Caruso,LAL,PG,27.21,58,21,43.7,14.8,18.3,76,0.645,168,0.464,137,0.401,0.526,0.547,6.4,2.9,7.8,2.8,18.1,1.1,0.26,1.31,7.1,105.9,100.3
Quinn Cook,LAL,PG,28.15,16,3.9,8.1,21.8,9.6,5,0.8,13,0.538,13,0.385,0.558,0.585,2.1,0.3,4.5,0.3,12.5,0.06,0.06,0.19,5.9,,
Anthony Davis,LAL,C,28.18,36,32.3,67.2,29.2,9.5,214,0.738,513,0.536,100,0.26,0.512,0.556,21.8,7.9,13.8,3.1,16.4,1.25,1.64,2.06,10,110,103.1
Andre Drummond,LAL,C,27.77,21,24.8,51.6,22.5,16,76,0.605,192,0.531,0,0,0.531,0.554,11.9,10.2,23.1,1.4,9,1.1,0.95,2.05,8.9,106.1,89.5
Jared Dudley,LAL,PF,35.85,12,6.7,14,5.9,18.2,0,0,3,0,6,0.333,0.333,0.333,0.5,1.8,14.6,0.4,7.6,0.08,0.08,0.17,4.2,93.2,100.7
Marc Gasol,LAL,C,36.3,52,19.1,39.8,11.8,19.7,50,0.72,72,0.528,122,0.41,0.582,0.606,5,4.1,12.1,2.1,14.6,0.5,1.12,1.02,7.3,114.5,97.4
Montrezl Harrell,LAL,C,27.3,69,22.9,47.7,21.7,9.4,256,0.707,593,0.632,10,0,0.622,0.65,13.5,6.2,15.2,1.1,7.7,0.67,0.71,1.07,7.9,126.4,101.2
Talen Horton-Tucker,LAL,SG,20.47,65,20.1,41.8,21.7,16.3,129,0.775,357,0.524,131,0.282,0.497,0.537,9,2.6,7.3,2.8,20.8,0.97,0.32,1.63,8,102.6,99.7
LeBron James,LAL,PF,36.38,45,33.4,69.6,31.9,15.2,255,0.698,537,0.592,285,0.365,0.577,0.603,25,7.7,12.9,7.8,41.8,1.07,0.56,3.73,13.7,113.8,103.8
Damian Jones,LAL,C,25.88,8,14,29.1,10.6,18.3,12,0.917,17,0.941,0,0,0.941,0.965,5.4,3.3,13,0.1,1.3,0.13,0.88,0.63,3.5,157.6,90.2
Kyle Kuzma,LAL,PF,25.81,68,28.7,59.9,20.3,12.4,97,0.691,377,0.525,380,0.361,0.533,0.546,12.9,6.1,12,1.9,9.8,0.5,0.6,1.66,7.4,104.8,104.3
Wesley Matthews,LAL,SG,34.59,58,19.5,40.6,11.4,8.8,41,0.854,55,0.418,197,0.335,0.484,0.517,4.8,1.6,4.7,0.9,6.3,0.64,0.28,0.45,3.9,105.9,104.7
Alfonzo McKinnie,LAL,PF,28.66,39,6.6,13.8,17.9,4.7,18,0.556,54,0.593,39,0.41,0.602,0.604,3.1,1.4,11.7,0.2,3.6,0.18,0,0.13,5.8,122.4,100.4
Ben McLemore,LAL,SG,28.26,21,17.5,36.5,19.5,9.1,21,0.762,27,0.481,114,0.368,0.539,0.559,8,1.6,5.2,0.5,4.3,0.14,0.29,0.71,4.2,104,102.7
Markieff Morris,LAL,PF,31.7,61,19.7,41,16.5,11.9,50,0.72,169,0.521,209,0.311,0.491,0.509,6.7,4.4,12.4,1.2,8.6,0.36,0.31,0.89,6.7,100.8,101
Dennis Schroder,LAL,PG,27.67,61,32.1,66.8,22.9,15.8,243,0.848,548,0.476,212,0.335,0.484,0.543,15.4,3.5,6,5.8,26.9,1.16,0.21,2.67,8.5,107.1,102.7
Grayson Allen,MEM,SG,25.61,50,25.2,52.5,16.8,9.6,91,0.868,140,0.471,274,0.391,0.547,0.586,10.6,3.2,6.7,2.2,11.5,0.92,0.16,0.96,6.7,115.3,109.9
Kyle Anderson,MEM,SF,27.66,69,27.4,57,18.5,10.4,184,0.783,397,0.539,261,0.36,0.54,0.578,12.4,5.7,11.1,3.6,18.3,1.22,0.83,1.25,9.3,117.2,106.7
Desmond Bane,MEM,SG,22.89,68,22.3,46.5,16.1,10.2,49,0.816,228,0.513,271,0.432,0.586,0.6,9.2,3.1,7.3,1.7,10.6,0.62,0.24,0.87,6.5,114.7,107.5
Dillon Brooks,MEM,SG,25.32,67,29.8,62.1,26.1,9.6,195,0.815,659,0.461,372,0.344,0.481,0.515,17.2,2.9,5.2,2.3,11.7,1.16,0.39,1.78,6.5,101.2,104
Brandon Clarke,MEM,PF,24.66,59,24,50,17.3,5.7,113,0.69,418,0.565,77,0.26,0.537,0.56,10.3,5.6,12.3,1.6,9.5,1.03,0.86,0.56,7.5,118.6,107.7
Gorgui Dieng,MEM,C,31.33,22,16.9,35.2,16.9,14.8,43,0.884,60,0.55,48,0.479,0.625,0.682,7.9,4.5,14,1.3,10.6,0.77,0.64,1,8.5,126.8,102.2
Tim Frazier,MEM,PG,30.54,5,12.4,25.8,18.2,15,6,0.333,12,0.25,8,0,0.15,0.177,1.6,1.6,6.8,3.2,30.8,0.4,0.2,0.8,6.5,63,103.5
Jaren Jackson Jr.,MEM,PF,21.67,11,23.5,48.9,25.9,9.5,42,0.833,65,0.554,60,0.283,0.492,0.551,14.4,5.6,12.7,1.1,6.8,1.09,1.64,1.36,7.6,108.5,95.8
Tyus Jones,MEM,PG,25.02,70,17.5,36.4,16.6,10,45,0.911,273,0.487,140,0.321,0.485,0.511,6.3,2,6.1,3.7,28.6,0.9,0.09,0.69,8.2,114.7,112.8
John Konchar,MEM,SG,25.15,43,13.4,27.9,12.4,10.6,30,0.833,82,0.585,56,0.375,0.576,0.608,4.3,3,11.8,1.1,10.7,0.7,0.21,0.42,7.2,124.5,106.1
Sean McDermott,MEM,SF,24.53,18,8.8,18.3,10.9,9.9,8,1,11,0.727,22,0.227,0.47,0.534,2.2,1.1,6.4,0.2,3.2,0.11,0.17,0.22,3.6,108.9,112.8
De'Anthony Melton,MEM,PG,22.97,52,20.1,41.9,19.5,13.7,51,0.804,182,0.467,211,0.412,0.548,0.568,9.1,3.1,8.2,2.5,17.5,1.13,0.6,1.27,8.2,109.2,105.5
Ja Morant,MEM,PG,21.77,63,32.6,67.9,27.2,15.3,372,0.728,716,0.499,241,0.303,0.487,0.537,19.1,4,6.5,7.4,33.5,0.9,0.21,3.22,10.1,107.6,112.5
Jontay Porter,MEM,PF,21.5,11,4.9,10.2,18.9,28.9,5,0.6,7,0.714,8,0.375,0.633,0.64,2,1.3,13.7,0.1,2.5,0.27,0.09,0.64,5.2,92.2,88.5
Killian Tillie,MEM,C,23.2,18,10.1,21,14.8,3.1,11,0.818,24,0.375,33,0.303,0.421,0.461,3.2,1.3,7,0.4,5.6,0.28,0.44,0.11,4.7,103.4,104.9
Xavier Tillman,MEM,PF,22.34,59,18.4,38.3,14.3,12.3,53,0.642,234,0.62,65,0.338,0.595,0.605,6.6,4.3,12.5,1.3,9.4,0.75,0.56,0.76,7.2,117.9,102.6
Jonas Valanciunas,MEM,C,29.03,62,28.3,59,22.4,10.7,203,0.773,685,0.612,57,0.368,0.607,0.636,17.1,12.5,23.4,1.8,10,0.56,0.92,1.61,10.3,124.9,101
Justise Winslow,MEM,PG,25.14,26,19.5,40.6,21.9,14.1,35,0.571,156,0.41,54,0.185,0.376,0.395,6.8,4.5,12.3,1.9,13.3,0.58,0.46,1.42,7.9,81.8,104.1
Precious Achiuwa,MIA,F,21.66,61,12.1,25.2,19.5,13.5,110,0.509,227,0.546,1,0,0.544,0.55,5,3.4,16.1,0.5,6.1,0.33,0.46,0.7,6.7,106.8,99.7
Bam Adebayo,MIA,C,23.83,64,33.5,69.7,23.7,15,354,0.799,792,0.573,8,0.25,0.571,0.626,18.7,9,15.3,5.4,26.9,1.17,1.03,2.64,11.6,121.7,105
Trevor Ariza,MIA,SF,35.88,30,28,58.4,15.1,7.5,44,0.773,98,0.5,143,0.35,0.515,0.542,9.4,4.8,9.8,1.8,9.4,1,0.6,0.7,6.2,111,107.1
Nemanja Bjelica,MIA,SF,33.02,11,14.2,29.6,15.9,9.1,9,0.556,19,0.526,27,0.37,0.543,0.55,5,2.5,9.9,1.8,18.7,0.64,0.27,0.45,8,116,99.2
Avery Bradley,MIA,PG,30.47,10,21.1,43.9,16.9,11.4,9,0.778,28,0.536,38,0.421,0.591,0.607,8.5,1.8,4.9,1.4,10,0.7,0.1,0.9,5.3,110.3,102.4
Jimmy Butler,MIA,SG,31.67,52,33.6,69.9,26.6,10.6,416,0.863,634,0.538,102,0.245,0.514,0.607,21.5,6.9,11.8,7.1,35.1,2.08,0.35,2.1,12.1,127,107.8
Dewayne Dedmon,MIA,C,31.76,16,13.2,27.4,19.3,14.5,27,0.741,60,0.75,5,0.2,0.715,0.735,7.1,5.4,23.4,0.8,9.6,0.56,0.38,0.81,9.5,134.8,90.5
Goran Dragic,MIA,PG,35.03,50,26.7,55.7,24.5,16.4,122,0.828,310,0.481,244,0.373,0.515,0.553,13.4,3.3,7.2,4.4,25.9,0.66,0.14,2.38,8.7,104.2,106.6
Maurice Harkless,MIA,SF,28.02,11,11.2,23.4,6.2,17.8,2,0,2,0,11,0.455,0.577,0.54,1.4,1.2,6,0.6,7.3,0.18,0.36,0.27,3.6,105,104.3
Udonis Haslem,MIA,PF,40.94,1,2.7,5.6,33.4,0,0,0,2,1,0,0,1,1,4,1,21.2,0,0,0,0,0,0,,
Tyler Herro,MIA,SG,21.32,54,30.3,63.1,23.5,11.9,117,0.803,402,0.498,297,0.36,0.516,0.543,15.1,4.9,9.3,3.4,18,0.65,0.31,1.87,8.3,103.6,110.3
Andre Iguodala,MIA,SG,37.3,63,21.3,44.3,11.2,20.2,38,0.658,66,0.53,182,0.33,0.504,0.519,4.4,3.5,9.4,2.3,14.3,0.92,0.52,1.06,6.2,102.6,106.4
Meyers Leonard,MIA,C,29.22,3,9.8,20.4,15.2,20.2,2,0.5,0,0,7,0.429,0.643,0.635,3.3,2.3,13.6,0.7,9.6,0,0,0.67,7.1,101.3,94.6
Kendrick Nunn,MIA,SG,25.79,56,29.5,61.4,20.9,10.5,60,0.933,338,0.583,320,0.381,0.578,0.596,14.6,3.2,6.2,2.6,14.5,0.96,0.25,1.43,6.7,110.6,108.5
KZ Okpala,MIA,SF,22.05,37,12.1,25.2,11.9,12.8,15,0.533,46,0.522,50,0.24,0.438,0.448,2.5,1.8,8.7,0.5,5.8,0.27,0.3,0.41,4.3,94,101.3
Victor Oladipo,MIA,SG,29.03,4,27.8,57.9,26.3,21.6,18,0.667,26,0.462,17,0.235,0.419,0.471,12,3.5,7.2,3.5,18.8,1.75,0.5,3.5,7.6,85.9,100.5
Kelly Olynyk,MIA,C,30.08,43,26.9,56,17.5,12.3,40,0.775,134,0.634,242,0.318,0.533,0.549,10,6.1,12.9,2.1,11.7,0.93,0.6,1.28,7.5,105.6,101
Duncan Robinson,MIA,PF,27.07,72,31.4,65.4,16.6,9.7,75,0.827,104,0.625,613,0.408,0.614,0.628,13.1,3.5,6.3,1.8,8.3,0.6,0.28,1.13,5.5,112.8,107.4
Chris Silva,MIA,PF,24.66,11,7.5,15.7,15.6,31.5,15,0.733,12,0.667,1,1,0.731,0.765,2.7,2.3,17.3,0.5,10.3,0.09,0.45,0.82,7.8,116.9,86.1
Max Strus,MIA,SG,25.13,39,13,27.1,18.3,3.9,24,0.667,39,0.897,148,0.338,0.588,0.597,6.1,1.1,4.6,0.6,7.3,0.28,0.05,0.21,4.9,115.4,107.7
Gabe Vincent,MIA,SG,24.92,50,13.1,27.3,19.1,12.3,23,0.87,84,0.5,149,0.309,0.476,0.498,4.8,1.1,4.9,1.3,15.1,0.42,0.04,0.68,5.8,97.8,103
Jaylen Adams,MIL,SG,25.03,7,2.6,5.4,18.5,0,0,0,6,0.167,2,0,0.125,0.125,0.3,0.4,8.7,0.3,12.6,0,0,0,5.1,,
Giannis Antetokounmpo,MIL,SF,26.44,61,33,68.7,32.5,13.2,581,0.685,879,0.636,221,0.303,0.6,0.633,28.1,11,17.5,5.9,28.7,1.18,1.21,3.39,14.8,121.1,102.2
Thanasis Antetokounmpo,MIL,SF,28.83,57,9.7,20.1,15.3,21.3,49,0.51,108,0.556,29,0.241,0.515,0.523,2.9,2.2,11.8,0.8,10.3,0.39,0.18,0.75,7.1,103.3,100.5
D.J. Augustin,MIL,PG,33.52,37,19.3,40.1,14.3,14,40,0.9,63,0.349,129,0.38,0.497,0.542,6.1,1.4,3.7,3,18.6,0.54,0.03,0.92,6.1,114.8,112.5
Elijah Bryant,MIL,SG,20,1,31.6,65.8,24.3,21.8,3,1,8,0.625,5,0.2,0.5,0.559,16,6,10,3,12.8,0,1,4,8.4,98.9,103.8
Pat Connaughton,MIL,SF,28.36,69,22.8,47.5,11.6,7.5,40,0.775,115,0.583,272,0.371,0.565,0.578,6.8,4.8,11.1,1.2,6.3,0.68,0.33,0.48,6,120.2,107.6
Torrey Craig,MIL,SF,30.41,18,11.2,23.3,10.8,9.6,2,0.5,24,0.417,22,0.364,0.478,0.48,2.5,2.4,11.2,0.9,9.5,0.5,0.39,0.28,6.3,112.3,101.2
Mamadi Diakite,MIL,PF,24.32,14,10.1,21,14.6,6.1,14,0.786,32,0.469,8,0.125,0.413,0.477,3.1,2.4,12.7,0.6,6.9,0.5,0.43,0.21,6.5,109,100.6
Donte DiVincenzo,MIL,SG,24.29,66,27.5,57.3,16.7,12.7,71,0.718,257,0.475,346,0.379,0.528,0.542,10.4,5.8,11,3.1,14.2,1.09,0.23,1.39,8.3,111.1,107.3
Bryn Forbes,MIL,PG,27.82,70,19.3,40.3,18.5,7.3,61,0.77,188,0.511,341,0.452,0.618,0.631,10,1.6,4.3,0.6,4.5,0.33,0.01,0.63,4.4,118,111.6
Jrue Holiday,MIL,PG,30.93,59,32.3,67.3,22.2,12.6,136,0.787,540,0.561,283,0.392,0.57,0.592,17.7,4.5,7.4,6.1,26.3,1.64,0.63,2.15,9.7,119.9,109.2
Justin Jackson,MIL,SF,26.14,1,32.6,67.9,14,9.2,2,0.5,3,0.333,6,0.333,0.444,0.455,9,6,9.7,1,3.7,0,0,1,4.6,98.7,114.2
Rodions Kurucs,MIL,PF,23.28,5,6.7,14,16,31.1,2,1,4,0.5,4,0.75,0.813,0.845,3,1.8,14,0.8,15.2,0.6,0,0.8,9.7,126.1,85.1
Brook Lopez,MIL,C,33.12,70,27.2,56.6,16.9,8.3,142,0.845,359,0.632,281,0.338,0.577,0.611,12.3,5,9.6,0.7,3.5,0.57,1.47,0.91,5.2,120.2,107.6
Sam Merrill,MIL,SG,25,30,7.8,16.2,15.1,11.9,4,1,25,0.44,47,0.447,0.59,0.603,3,1,6.8,0.7,11.4,0.27,0.03,0.33,6.6,117.5,108
Khris Middleton,MIL,PF,29.76,68,33.4,69.5,25,13.1,236,0.898,709,0.508,365,0.414,0.546,0.588,20.4,6,9.4,5.4,23.2,1.09,0.15,2.6,10.4,115.5,107.1
Jordan Nwora,MIL,SF,22.69,30,9.1,19,26,14.1,25,0.76,73,0.466,62,0.452,0.563,0.586,5.7,2,11.5,0.2,3.6,0.53,0.23,0.8,5.8,101.7,103.6
Bobby Portis,MIL,PF,26.26,66,20.8,43.3,21,8.1,73,0.74,442,0.541,157,0.471,0.584,0.597,11.4,7.1,17.9,1.1,7.4,0.79,0.39,0.85,8.6,120,103
Jeff Teague,MIL,PG,32.93,21,15.9,33.1,17.5,17.9,44,0.864,69,0.507,26,0.385,0.526,0.603,6.6,1.5,4.9,2.8,22.2,0.38,0.24,1.19,7.6,117.8,112.9
Axel Toupane,MIL,SF,20,8,7.7,15.9,9.6,0,7,0.714,9,0.333,2,0.5,0.409,0.497,1.8,0.8,5.2,0.5,7.6,0.25,0.38,0,4.7,118.6,105.5
P.J. Tucker,MIL,SF,36.03,20,19.8,41.3,5.8,12.7,5,0.6,13,0.385,33,0.394,0.533,0.539,2.6,2.8,7.4,0.8,4.6,0.5,0.1,0.35,3.6,119.1,107.4
D.J. Wilson,MIL,C,25.24,12,8.7,18.2,19.2,8.4,2,0.5,15,0.4,28,0.357,0.488,0.49,3.6,2.1,12.6,0.3,3.7,0.08,0.33,0.33,6,96.2,101.4
Malik Beasley,MIN,SG,24.47,37,32.8,68.4,24,8.6,80,0.85,279,0.487,321,0.399,0.547,0.57,19.6,4.4,7.2,2.4,11.6,0.81,0.19,1.62,7.2,108.8,115
Jarrett Culver,MIN,SG,22.24,34,14.7,30.6,18.2,12.9,48,0.604,115,0.487,53,0.245,0.449,0.476,5.3,3.1,11.3,0.7,6.8,0.5,0.26,0.82,6.1,95.3,106.6
Ed Davis,MIN,PF,31.95,23,13,27.1,7.9,12.4,12,0.833,44,0.432,0,0,0.432,0.487,2.1,5,20.8,0.9,9,0.57,0.57,0.3,6.5,127.7,95.9
Anthony Edwards,MIN,SF,19.78,72,32.1,67,27,10.8,272,0.776,690,0.484,520,0.329,0.488,0.523,19.3,4.7,7.9,2.9,14.6,1.14,0.49,2.24,8,101.4,113.6
Ashton Hagans,MIN,PG,21.86,2,2.1,4.3,10.2,100,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.5,0,,
Juancho Hernangomez,MIN,PF,25.63,52,17.3,36.1,17.2,7.3,97,0.619,131,0.573,168,0.327,0.527,0.549,7.2,3.9,12.3,0.7,5.6,0.37,0.13,0.52,6.2,110.4,112.7
Jake Layman,MIN,SF,27.2,45,13.9,29,15.1,11.5,37,0.703,106,0.642,78,0.295,0.557,0.577,5.1,1.5,5.8,0.6,6.4,0.64,0.42,0.58,4.8,107,112.2
Jaden McDaniels,MIN,SF,20.63,63,24,50,12,10.8,45,0.6,169,0.544,198,0.364,0.545,0.552,6.8,3.7,8.3,1.1,6.4,0.56,0.95,0.75,5,107.7,108
Jordan McLaughlin,MIN,PG,25.1,51,18.4,38.3,13.7,16.7,30,0.767,150,0.447,92,0.359,0.481,0.502,5,2.1,6.2,3.8,28,1,0.12,1,7.4,110,114.1
Jaylen Nowell,MIN,SG,21.86,42,18.1,37.6,21.4,7.2,55,0.818,185,0.497,150,0.333,0.499,0.528,9,2.3,6.8,1.5,12.5,0.52,0.29,0.67,6.9,106.8,110.3
Josh Okogie,MIN,SG,22.71,59,20.3,42.3,12.1,12.5,108,0.769,146,0.5,108,0.269,0.459,0.524,5.4,2.6,7.1,1.1,7,0.92,0.47,0.73,4.9,108.4,109
Naz Reid,MIN,C,21.72,70,19.2,40.1,22.5,9.5,166,0.693,407,0.597,174,0.351,0.576,0.599,11.2,4.6,12.9,1,8.7,0.49,1.07,0.99,7.8,114.3,104.2
Ricky Rubio,MIN,PG,30.57,68,26.1,54.3,16,16.4,150,0.867,284,0.447,214,0.308,0.454,0.516,8.6,3.3,6.8,6.4,33.3,1.46,0.06,1.63,8.7,113.1,110.1
D'Angelo Russell,MIN,SG,25.23,42,28.5,59.3,29.1,13.5,149,0.765,342,0.471,310,0.387,0.523,0.555,19,2.6,5,5.8,33.7,1.07,0.43,2.67,9.3,108,114.4
